MicrobeID	PubSeedID	2 - complete comparative genomics; 1 - certain comparative genomics; 0 - no comparative genomics	Strain	Species	Genus	Family	Order	Class	Phylum	Kingdom	Host	Version	NCBI Taxonomy ID	Annotation version ID	RefSeq ID	GCF ID	IMG Genome ID	Strain/species reference	Reference category	Ecotype	Specific Ecosystem	Cell Shape	Cultured	Diseases	Ecosystem	Ecosystem Category	Ecosystem Subtype	Ecosystem Type	Gram Staining	Oxygen Requirement	Habitat	Metabolism	Motility	Sample Body Site	Sample Body Subsite	Genome Size   * assembled	Gene Count   * assembled	GC Count   * assembled	GC   * assembled	CDS Count   * assembled	CDS %   * assembled	Genome link
Ureaplasma_urealyticum_serovar_8_str_ATCC_27618	Ureaplasma urealyticum serovar 8 str. ATCC 27618 (626095.4)	2	Ureaplasma urealyticum serovar 8 str. ATCC 27618	Ureaplasma urealyticum	Ureaplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Bacteria	Human	AGORA1.03	626095	626095.4	GCF_000169575.2	GCF_000169535.1	645951872	PMID:20203603; PMID:24861948	AGORA 1.03	0	0	Sphere-shaped	Yes	Chorioamnioitis, Infertility, Non-specific urethritis (NSU)	Host-associated	Animal	Unclassified	Reproductive system	Gram-	Facultative anaerobe	Host, Urogenital tract	0	Nonmotile	Urogenital tract	0	881828	708	227600	26	673	95.06	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/169/535/GCF_000169535.1_ASM16953v1
Ureaplasma_urealyticum_serovar_9_str_ATCC_33175	Ureaplasma urealyticum serovar 9 str. ATCC 33175 (550773.4)	2	Ureaplasma urealyticum serovar 9 str. ATCC 33175	Ureaplasma urealyticum	Ureaplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Bacteria	Human	AGORA2	550773	550773.4	GCF_000169535.1	GCF_000169595.1	645951871	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	Sphere-shaped	Yes	Chorioamnioitis, Infertility, Non-specific urethritis (NSU)	Host-associated	Human	Unclassified	Unclassified	Gram-	Facultative anaerobe	Host, Urogenital tract	0	Nonmotile	Urogenital tract	0	947165	701	247735	26	667	95.15	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/169/595/GCF_000169595.1_ASM16959v1
Ureibacillus_thermosphaericus_str_Thermo_BF	Ureibacillus thermosphaericus str. Thermo-BF (1160707.3)	2	Ureibacillus thermosphaericus str. Thermo-BF	Ureibacillus thermosphaericus	Ureibacillus	Planococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Human	AGORA1.03	1160707	1160707.3	GCF_000169595.1	GCF_000284835.1	2548876990	PMID:20203603; PMID:24861948	AGORA 1.03	0	0	0	Yes	0	Environmental	Aquatic	Unclassified	Thermal springs	Gram+	Obligate aerobe	0	0	0	0	0	2846106	2809	1012645	36	2769	98.58	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/284/835/GCF_000284835.1_UreThermo-BF
Vagococcus_fluvialis_bH819	N/A	0	Vagococcus fluvialis bH819	Vagococcus fluvialis	Vagococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human	AGORA2	1255619		GCF_900163795.1	GCF_900163795.1	2833452244	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0	0	0	Yes	0	0	0	0	0	Gram+	Facultative anaerobe	0	0	0	0	0	2950994	2935	966910	33	2859	97.41	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/163/795/GCF_900163795.1_ASM90016379v1
Vagococcus_fluvialis_DSM_5731	N/A	0	Vagococcus fluvialis DSM 5731 = Ga0244517_101	Vagococcus fluvialis	Vagococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human	AGORA2	2738		GCF_003337315.1	GCF_003337315.1	2770939496	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0	0	0	Yes	0	Host-associated	Birds	Unclassified	Unclassified	Gram+	Facultative anaerobe	0	0	0	0	0	2651514	2671	859093	32	2614	97.87	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/337/315/GCF_003337315.1_ASM333731v1
Vallitalea_guaymasensis_L81	N/A	0	Vallitalea guaymasensis L81	Vallitalea guaymasensis	Vallitalea	Vallitaleaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Mouse	AGORA2	1185412			GCF_003313305.1		Personal communication, Dr. Jan Krumsiek	Personal communication	0	0	0							Gram+	0	0	0	0	0	0							ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/313/305/GCF_003313305.1_ASM331330v1
Vallitalea_sp_S15	N/A	0	Vallitalea sp. S15	Vallitalea sp. S15	Vallitalea	Vallitaleaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Mouse	AGORA2	2078660			GCF_002964605.1	2786546840	Personal communication, Dr. Jan Krumsiek	Personal communication	0	0	0	Yes	0	Environmental	Aquatic	Sediment	Marine	Gram+	0	0	0	0	0	0	5851911	5321	1981394	34	5225	98.2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/964/605/GCF_002964605.1_ASM296460v1
Varibaculum_cambriense_DNF00696	N/A	0	Varibaculum cambriense DNF00696	Varibaculum cambriense	Varibaculum	Actinomycetaceae	Actinomycetales	Actinobacteria	Actinobacteria	Bacteria	Human	AGORA2	184870		GCF_001553285.1	GCF_001553285.1	2806310719	PMID:31275260	Literature research	0	0	0	Yes	0	0	0	0	0	Gram+	Anaerobe	0	0	0	0	0	2094583	1878	1113334	53	1821	96.96	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/553/285/GCF_001553285.1_ASM155328v1
Varibaculum_cambriense_DSM_15806	N/A	0	Varibaculum cambriense DSM 15806	Varibaculum cambriense	Varibaculum	Actinomycetaceae	Actinomycetales	Actinobacteria	Actinobacteria	Bacteria	Human	AGORA1.03	1123488			GCF_000420065.1	2524614732	PMID:20203603; PMID:24861948	AGORA 1.03	0	0	0	Yes	0	Host-associated	Human	Unclassified	Skin	Gram+	Anaerobe	Host, Human	0	0	0	0	2022936	1778	1080840	53	1717	96.57	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/420/065/GCF_000420065.1_ASM42006v1
Variovorax_paradoxus_110B	Variovorax paradoxus 110B (1157708.3)	1	Variovorax paradoxus 110B	Variovorax paradoxus	Variovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	1157708	1157708.3		GCF_000382045.1	2519899633	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0	0	0	Yes	0	0	0	0	0	Gram-	Aerobe	0	0	0	0	0	7515890	7002	5090439	68	6926	98.91	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/382/045/GCF_000382045.1_ASM38204v1
Variovorax_paradoxus_4MFCol3_1	Variovorax paradoxus 4MFCol3.1 (1150395.3)	1	Variovorax paradoxus 4MFCol3.1	Variovorax paradoxus	Variovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	1150395	1150395.3		GCF_000377585.1	2517572245	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0	0	0	Yes	0	0	0	0	0	Gram-	Aerobe	0	0	0	0	0	7011730	6601	4734238	68	6542	99.11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/377/585/GCF_000377585.1_ASM37758v1
Variovorax_paradoxus_B4	N/A	0	Variovorax paradoxus B4	Variovorax paradoxus	Variovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	1246301			GCF_000463015.1	2528311013	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0	0	Rod-shaped	Yes	0	Engineered	Wastewater	Unclassified	Industrial wastewater	Gram-	Aerobe	Host, Soil	0	Motile	0	0	7148516	6807	4800673	67	6753	99.21	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/463/015/GCF_000463015.1_ASM46301v1
Variovorax_paradoxus_H108	N/A	0	Variovorax paradoxus H108	Variovorax paradoxus	Variovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	34073			GCF_001399625.1	2703718750	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0	0	0	Yes	0	Environmental	Aquatic	Drinking water	Freshwater	Gram-	Aerobe	0	0	0	0	0	9603413	9121	6638540	69	9038	99.09	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/399/625/GCF_001399625.1_ASM139962v1
Variovorax_paradoxus_NBRC_15149	N/A	0	Variovorax paradoxus NBRC 15149	Variovorax paradoxus	Variovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	1321610			GCF_001591365.1	2731957648	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0	0	0	Yes	0	0	0	0	0	Gram-	Aerobe	Soil	0	0	0	0	6663790	6290	4514107	68	6219	98.87	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/591/365/GCF_001591365.1_ASM159136v1
Veillonella_atypica_ACS_049_V_Sch6	Veillonella atypica ACS-049-V-Sch6 (866776.4)	2	Veillonella atypica ACS-049-V-Sch6	Veillonella atypica	Veillonella	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria	Human	AGORA1.03	866776	866776.4		GCF_000179735.1	648276753	PMID:20203603; PMID:24861948	AGORA 1.03	0	0	Coccus-shaped	Yes	0	Host-associated	Human	Vagina	Reproductive system	Gram-	Anaerobe	Host, Human vaginal microflora	0	Nonmotile	Urogenital tract	Vaginal	2053871	1906	800421	39	1840	96.54	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/179/735/GCF_000179735.1_ASM17973v1
Veillonella_atypica_ACS_134_V_Col7a	Veillonella atypica ACS-134-V-Col7a (866778.4)	2	Veillonella atypica ACS-134-V-Col7a	Veillonella atypica	Veillonella	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria	Human	AGORA2	866778	866778.4	GCF_000179735.1	GCF_000179755.1	648276754	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	Coccus-shaped	Yes	0	Host-associated	Human	Vagina	Reproductive system	Gram-	Anaerobe	Host, Human vaginal microflora	0	Nonmotile	Urogenital tract	Vaginal	2151913	1963	838843	39	1903	96.94	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/179/755/GCF_000179755.1_ASM17975v1
Veillonella_atypica_KON	Veillonella atypica KON (1128111.3)	1	Veillonella atypica KON	Veillonella atypica	Veillonella	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria	Human	AGORA2	1128111	1128111.3	GCF_000179755.1	GCF_002959915.1	2529292891	Strains of species found in the human gut (PMID:24861948) present in KBase	Initial strain selection	0	0	Coccus-shaped	Yes	0	Host-associated	Human	Oral	Digestive system	Gram-	Anaerobe	Host, Human oral cavity	0	Nonmotile	Oral	Mouth	2001713	1955	780525	39	1911	97.75	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/959/915/GCF_002959915.1_ASM295991v1
Veillonella_denticariosi_JCM_15641	N/A	0	Veillonella denticariosi JCM 15641	Veillonella denticariosi	Veillonella	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria	Human	AGORA2	1298594		GCF_002959855.1	GCF_002959855.1	2734481902	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0	0	0	Yes	0	0	0	0	0	Gram-	0	0	0	0	0	0	1979880	2811	853889	43	2755	98.01	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/959/855/GCF_002959855.1_ASM295985v1
Veillonella_dispar_ATCC_17748	Veillonella dispar ATCC 17748 (546273.3)	2	Veillonella dispar ATCC 17748	Veillonella dispar	Veillonella	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria	Human	AGORA1.03	546273	546273.3	GCF_002959915.1	GCF_000160015.1	643886074	PMID:20203603; PMID:24861948	AGORA 1.03	0	0	Coccus-shaped	Yes	0	Host-associated	Human	Oral	Digestive system	Gram-	Anaerobe	Host, Human oral cavity	0	0	Oral	Mouth	2116567	2026	822521	39	1954	96.45	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/160/015/GCF_000160015.1_ASM16001v1
Veillonella_magna_DSM_19857	N/A	0	Veillonella magna DSM 19857	Veillonella magna	Veillonella	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria	Human	AGORA2	1123489		GCF_000428745.1	GCF_000428745.1	2523231015	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0	0	0	Yes	0	Host-associated	Mammals	Unclassified	Unclassified	Gram-	Anaerobe	Host, Pig	0	0	0	0	2203313	2046	982051	45	1980	96.77	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/428/745/GCF_000428745.1_ASM42874v1
Veillonella_montpellierensis_DNF00314	N/A	0	Veillonella montpellierensis DNF00314	Veillonella montpellierensis	Veillonella	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria	Human							species in vaginal microbiome	Literature research										Gram-	Anaerobe		Asaccharolytic		Vagina								
Veillonella_montpellierensis_DSM_17217	N/A	0	Veillonella montpellierensis DSM 17217	Veillonella montpellierensis	Veillonella	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria	Human							species in vaginal microbiome	Literature research										Gram-	Anaerobe		Asaccharolytic		Vagina								
Veillonella_parvula_ACS_068_V_Sch12	Veillonella parvula ACS-068-V-Sch12 (768727.3)	2	Veillonella parvula ACS-068-V-Sch12	Veillonella parvula	Veillonella	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria	Human	AGORA2	768727	768727.3		GCF_000215025.1	2531839533	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	Coccus-shaped	Yes	0	Host-associated	Human	Vagina	Reproductive system	Gram-	Anaerobe	Host, Human vaginal microflora	0	Nonmotile	Urogenital tract	Vaginal	2152140	1972	829192	39	1925	97.62	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/215/025/GCF_000215025.1_ASM21502v2
Veillonella_parvula_ATCC_17745	Veillonella parvula ATCC 17745 (686660.3)	2	Veillonella parvula ATCC 17745	Veillonella parvula	Veillonella	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria	Human	AGORA2	686660	686660.3	GCF_000215025.1	GCF_000177435.1	647000331	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	Coccus-shaped	Yes	0	Host-associated	Human	Oral	Digestive system	Gram-	Anaerobe	Host, Human oral cavity	0	Nonmotile	Oral	0	2163473	1984	834471	39	1929	97.23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/177/435/GCF_000177435.1_ASM17743v1
Veillonella_parvula_Te3_DSM_2008	Veillonella parvula DSM 2008 (479436.6)	2	Veillonella parvula Te3, DSM 2008	Veillonella parvula	Veillonella	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria	Human	AGORA1.03	479436	479436.6	GCF_000177435.1	GCF_000024945.1	646311965	PMID:20203603; PMID:24861948	AGORA 1.03	0	0	Coccus-shaped	Yes	Bacteremia, Endocarditis, Opportunistic infection	Host-associated	Animal	Unclassified	Digestive system	Gram-	Anaerobe	Host	0	Nonmotile	Gastrointestinal tract	0	2132142	1923	823631	39	1859	96.67	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/945/GCF_000024945.1_ASM2494v1
Veillonella_ratti_ACS_216_V_Col6b	Veillonella ratti ACS-216-V-Col6b (883156.3)	2	Veillonella ratti ACS-216-V-Col6b	Veillonella seminalis	Veillonella	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria	Human	AGORA1.03	883156	883156.3		GCF_000315505.1	2534681824	PMID:20203603; PMID:24861948	AGORA 1.03	0	0	Coccus-shaped	Yes	0	Host-associated	Human	Vagina	Reproductive system	Gram-	Aerobe	Host, Human vaginal microflora	0	Nonmotile	Urogenital tract	Vaginal	2286294	2176	955234	42	2126	97.7	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/315/505/GCF_000315505.1_Veil_ratt_ACS-216-V-COL6B_V1
Veillonella_sp_3_1_44	Veillonella sp. 3_1_44 (457416.3)	2	Veillonella sp. 3_1_44	Veillonella sp. 3_1_44	Veillonella	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria	Human	AGORA1.03	457416	457416.3		GCF_000163715.1	647533241	PMID:20203603; PMID:24861948	AGORA 1.03	0	0	Coccus-shaped	Yes	0	Host-associated	Human	Intestine	Digestive system	Gram-	Anaerobe	Host	0	Nonmotile	Gastrointestinal tract	Descending colon	2163458	1871	833390	39	1816	97.06	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/163/715/GCF_000163715.1_ASM16371v1
Veillonella_sp_6_1_27	Veillonella sp. 6_1_27 (450749.3)	2	Veillonella sp. 6_1_27	Veillonella sp. 6_1_27	Veillonella	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria	Human	AGORA1.03	450749	450749.3		GCF_000163735.1	647533242	PMID:20203603; PMID:24861948	AGORA 1.03	0	0	Coccus-shaped	Yes	0	Host-associated	Human	Unclassified	Unclassified	Gram-	Anaerobe	Host	0	Nonmotile	Gastrointestinal tract	Rectal	2174425	1898	839140	39	1843	97.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/163/735/GCF_000163735.1_ASM16373v1
Veillonella_sp_ACP1	Veillonella sp. ACP1 (936588.3)	1	Veillonella sp. ACP1	Veillonella sp. ACP1	Veillonella	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria	Human	AGORA2	936588	936588.3		GCF_000286635.1	2537561629	PMID:31275260	Literature research	0	0	0	Yes	0	Host-associated	Human	Unclassified	Unclassified	Gram-	0	0	0	0	Oral	0	2042594	1920	793184	39	1864	97.08	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/286/635/GCF_000286635.1_VspACP1v1.0
Veillonella_sp_HPA0037	Veillonella sp. HPA0037 (1203593.3)	1	Veillonella sp. HPA0037	Veillonella sp. HPA0037	Veillonella	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria	Human	AGORA2	1203593	1203593.3	GCF_000411535.1	GCF_000411535.1	2541047010	PMID:31275260	Literature research	0	0	0	Yes	0	Host-associated	Human	Unclassified	Digestive system	Gram-	0	Host	0	0	Gastrointestinal tract	Ileal-anal pouch	2058107	1917	802309	39	1861	97.08	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/411/535/GCF_000411535.1_Veil_sp_HPA0037_V1
Veillonella_sp_oral_taxon_158_str_F0412	N/A	0	Veillonella sp. oral taxon 158 str. F0412	Veillonella sp. oral taxon 158	Veillonella	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria	Human	AGORA2	879309		GCF_000183505.1	GCF_000183505.1	649990027	PMID:31275260	Literature research	0	0	Spiral-shaped	Yes	0	Host-associated	Human	Oral	Digestive system	Gram-	Anaerobe	Host, Human oral cavity	0	Motile	Oral	0	2176752	2059	847828	39	2000	97.13	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/183/505/GCF_000183505.1_ASM18350v1
Veillonella_sp_oral_taxon_780_str_F0422	Veillonella sp. oral taxon 780 str. F0422 (944564.4)	0	Veillonella sp. oral taxon 780 str. F0422	Veillonella sp. oral taxon 780	Veillonella	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria	Human	AGORA2	944564	944564.4		GCF_000221605.1	2512047076	PMID:31275260	Literature research	0	0	Spiral-shaped	Yes	0	Host-associated	Human	Oral	Digestive system	Gram-	Anaerobe	Host, Human oral cavity	0	Motile	Oral	0	1731014	1646	682840	39	1588	96.48	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/221/605/GCF_000221605.1_ASM22160v1
Veillonellaceae_nov_ERR2221308	N/A	0	Veillonellaceae nov. ERR2221308	Veillonellaceae nov. ERR2221308	unclassified Veillonellaceae	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria	Human	Forster	31977					PMID:30718869	Forster et al. resource	0	0	0							Gram-	0	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/008/ERR2221308/ERR2221308_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/008/ERR2221308/ERR2221308_2.fastq.gz
Vibrio_campbellii_ATCC_BAA_1116	Vibrio harveyi ATCC BAA-1116 (338187.8)	1	Vibrio campbellii ATCC BAA-1116	Vibrio campbellii	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	338187	338187.8	GCF_000464435.1	GCF_000464435.1	2561511217	PMID:31092280	DAR genome selection	0	0	Rod-shaped	Yes	Vibriosis	Environmental	Aquatic	Unclassified	Marine	Gram-	Facultative anaerobe	Marine	0	Motile	0	0	6031829	5554	2739473	45	5428	97.73	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/464/435/GCF_000464435.1_ASM46443v1
Vibrio_campbellii_HY01	Vibrio harveyi HY01 (410291.13)	1	Vibrio campbellii HY01	Vibrio campbellii	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	410291	410291.13	GCF_000154025.1	GCF_000154025.1	640963010	PMID:31092280	DAR genome selection	0	0	Rod-shaped	Yes	Vibriosis	Host-associated	Arthropoda	Unclassified	Unclassified	Gram-	Facultative anaerobe	Fresh water, Marine	0	Motile	0	0	5400985	4421	2460764	46	4327	97.87	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/154/025/GCF_000154025.1_ASM15402v1
Vibrio_cholerae_A1552	N/A	0	Vibrio cholerae A1552	Vibrio cholerae	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	666			GCF_002997215.1		PMID:29556107	Literature research	0	0	0							Gram-	Facultative anaerobe	0	0	0	0	0							ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/997/215/GCF_002997215.1_ASM299721v1
Vibrio_cholerae_O1_biovar_El_Tor_str_N16961	Vibrio cholerae O1 biovar El Tor str. N16961 (243277.26)	1	Vibrio cholerae O1 biovar El Tor str N16961	Vibrio cholerae	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	243277	243277.26		GCF_000006745.1	2706794579	PMID:29556107	Literature research	0	0	0	Yes	0	0	0	0	0	Gram-	Facultative anaerobe	0	0	0	0	0	4003500	4021	1901459	47	3913	97.31	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/745/GCF_000006745.1_ASM674v1
Vibrio_fluvialis_560	N/A	0	Vibrio fluvialis 560	Vibrio fluvialis	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA1.03	1315312			GCF_000754645.1	2602041524	PMID:20203603; PMID:24861948	AGORA 1.03	0	0	0	Yes	0	0	0	0	0	Gram-	Facultative anaerobe	0	0	0	0	0	4662925	4504	2336096	50	4372	97.07	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/754/645/GCF_000754645.1_VF560_1
Vibrio_fluvialis_I21563	N/A	0	Vibrio fluvialis I21563	Vibrio fluvialis	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA1.03	1336753			GCF_000418995.1	2545824756	PMID:20203603; PMID:24861948	AGORA 1.03	0	0	0	Yes	0	Host-associated	Human	Unclassified	Unclassified	Gram-	Facultative anaerobe	0	0	0	0	0	4371313	3990	2188645	50	3990	100	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/418/995/GCF_000418995.1_ASM41899v1
Vibrio_fluvialis_PG41	N/A	0	Vibrio fluvialis PG41	Vibrio fluvialis	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA1.03	1336752			GCF_000417625.1	2545824757	PMID:20203603; PMID:24861948	AGORA 1.03	0	0	0	Yes	0	Host-associated	Human	Unclassified	Unclassified	Gram-	Facultative anaerobe	0	0	0	0	0	5343550	4858	2572102	48	4858	100	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/417/625/GCF_000417625.1_Vibrio_fluvalis_PG41
Vibrio_furnissii_CIP_102972	Vibrio furnissii CIP 102972 (675811.4)	1	Vibrio furnissii CIP 102972	Vibrio furnissii	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	675811	675811.4		GCF_000176175.1	647000337	Strains of species found in the human gut (PMID:24861948) present in KBase	Initial strain selection	0	0	Rod-shaped	Yes	Cellulitis, Cerebritis, Diarrhea	Host-associated	Human	Large intestine	Digestive system	Gram-	Facultative anaerobe	Feces, Gastrointestinal tract, Host, Human intestinal microflora, Marine	0	Motile	Gastrointestinal tract	0	4958664	4549	2509261	51	4416	97.08	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/176/175/GCF_000176175.1_ASM17617v1
Vibrio_furnissii_NCTC_11218	Vibrio furnissii NCTC 11218 (903510.3)	1	Vibrio furnissii NCTC 11218	Vibrio furnissii	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA1.03	903510	903510.3	GCF_000176175.1	GCF_000184325.1	650377984	PMID:20203603; PMID:24861948	AGORA 1.03	0	0	Rod-shaped	Yes	Gastroenteritis, Zoonotic disease	Environmental	Aquatic	Intertidal zone	Marine	Gram-	Facultative anaerobe	Aquatic, Fresh water, Host, Marine	0	Motile	0	0	4916408	4584	2491263	51	4462	97.34	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/184/325/GCF_000184325.1_ASM18432v1
Vibrio_harveyi_1DA3	Vibrio harveyi 1DA3 (673519.3)	1	Vibrio harveyi 1DA3	Vibrio harveyi	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	673519	673519.3	GCF_000182685.1	GCF_000182685.1	647000338	PMID:31092280	DAR genome selection	0	0	Rod-shaped	Yes	0	Host-associated	Cnidaria	Unclassified	Unclassified	Gram-	Facultative anaerobe	Marine	0	Motile	0	0	5930024	5117	2702080	46	4954	96.81	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/182/685/GCF_000182685.1_ASM18268v1
Vibrio_mimicus_CAIM_602	Vibrio mimicus CAIM 602 (1259812.3)	2	Vibrio mimicus CAIM 602	Vibrio mimicus	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	1259812	1259812.3		GCF_000338875.1	2531839160	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	0	Yes	0	Host-associated	Human	Unclassified	Unclassified	Gram-	Facultative anaerobe	Host, Human ear	0	0	0	0	4320286	3935	1998315	46	3841	97.61	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/338/875/GCF_000338875.1_CAIM_602T_1.0
